episode,waiting_time,execution_time,n_qtasks_on_qnode,reward,reschedule_count
63,1437.4702805901488,1159.233219884139,"{'qnode_id_0': 7, 'qnode_id_1': 5, 'qnode_id_2': 4, 'qnode_id_3': 4, 'qnode_id_4': 4}",8.845704307775854,0
64,3985.880161164354,1273.9900383282857,"{'qnode_id_0': 8, 'qnode_id_1': 3, 'qnode_id_2': 3, 'qnode_id_3': 8, 'qnode_id_4': 2}",9.497828616560753,0
65,1232.3407185849414,950.9975003154047,"{'qnode_id_0': 5, 'qnode_id_1': 4, 'qnode_id_2': 6, 'qnode_id_3': 5, 'qnode_id_4': 4}",2.330973003527115,0
66,3041.074376343222,1576.500887198772,"{'qnode_id_0': 6, 'qnode_id_1': 5, 'qnode_id_2': 6, 'qnode_id_3': 4, 'qnode_id_4': 3}",4.276906503853907,0
67,4789.565352361179,1860.106930797862,"{'qnode_id_0': 7, 'qnode_id_1': 3, 'qnode_id_2': 6, 'qnode_id_3': 5, 'qnode_id_4': 3}",6.849542766625482,0
68,1589.5396890244297,1324.838663084719,"{'qnode_id_0': 5, 'qnode_id_1': 5, 'qnode_id_2': 5, 'qnode_id_3': 7, 'qnode_id_4': 2}",11.183974541428784,0
69,1669.4584759670652,836.2861503420436,"{'qnode_id_0': 7, 'qnode_id_1': 5, 'qnode_id_2': 4, 'qnode_id_3': 6, 'qnode_id_4': 2}",11.11921300683907,0
70,2544.632272572764,1268.5177854367414,"{'qnode_id_0': 5, 'qnode_id_1': 2, 'qnode_id_2': 4, 'qnode_id_3': 8, 'qnode_id_4': 5}",4.222571280299593,0
71,1653.6388026427849,1012.8585104090349,"{'qnode_id_0': 5, 'qnode_id_1': 6, 'qnode_id_2': 4, 'qnode_id_3': 6, 'qnode_id_4': 3}",1.3961504849240118,0
72,906.5053402560452,779.5286897298673,"{'qnode_id_0': 5, 'qnode_id_1': 4, 'qnode_id_2': 8, 'qnode_id_3': 4, 'qnode_id_4': 3}",0.7615119188630769,0
73,3876.8210276054197,1231.1711358961318,"{'qnode_id_0': 11, 'qnode_id_1': 3, 'qnode_id_2': 3, 'qnode_id_3': 5, 'qnode_id_4': 2}",2.603280780211449,0
74,1743.6473713768864,1465.3332590951234,"{'qnode_id_0': 8, 'qnode_id_1': 3, 'qnode_id_2': 3, 'qnode_id_3': 7, 'qnode_id_4': 3}",5.661278129515073,0
75,2125.777352783277,907.1856868485004,"{'qnode_id_0': 6, 'qnode_id_1': 4, 'qnode_id_2': 5, 'qnode_id_3': 7, 'qnode_id_4': 2}",6.111057291656341,0
76,1371.827064961366,952.1920731505086,"{'qnode_id_0': 3, 'qnode_id_1': 5, 'qnode_id_2': 6, 'qnode_id_3': 8, 'qnode_id_4': 2}",5.598548813616385,0
77,2510.799026206416,1445.4142389548879,"{'qnode_id_0': 7, 'qnode_id_1': 4, 'qnode_id_2': 2, 'qnode_id_3': 7, 'qnode_id_4': 4}",7.706373936673207,0
78,2982.5731990970835,1363.585898616027,"{'qnode_id_0': 5, 'qnode_id_1': 2, 'qnode_id_2': 4, 'qnode_id_3': 9, 'qnode_id_4': 4}",8.241616684236845,0
79,3287.9310044967915,1261.7060215857625,"{'qnode_id_0': 7, 'qnode_id_1': 4, 'qnode_id_2': 4, 'qnode_id_3': 6, 'qnode_id_4': 3}",10.350378648149125,0
80,2357.5385502195386,952.9302999521249,"{'qnode_id_0': 6, 'qnode_id_1': 3, 'qnode_id_2': 3, 'qnode_id_3': 10, 'qnode_id_4': 2}",3.6750891410069095,0
81,960.6711688056039,1127.8669225211038,"{'qnode_id_0': 4, 'qnode_id_1': 5, 'qnode_id_2': 4, 'qnode_id_3': 6, 'qnode_id_4': 5}",0.8224888815792941,0
82,1650.9847721265996,1032.5633046713078,"{'qnode_id_0': 2, 'qnode_id_1': 4, 'qnode_id_2': 5, 'qnode_id_3': 8, 'qnode_id_4': 5}",7.155023822419826,0
83,1735.3597946167365,1166.996287988907,"{'qnode_id_0': 6, 'qnode_id_1': 5, 'qnode_id_2': 6, 'qnode_id_3': 4, 'qnode_id_4': 3}",3.14139201704027,0
84,3140.3636289162214,1505.1717658711327,"{'qnode_id_0': 9, 'qnode_id_1': 5, 'qnode_id_2': 4, 'qnode_id_3': 2, 'qnode_id_4': 4}",11.97330192761989,0
85,4497.385182172804,1514.9204700409564,"{'qnode_id_0': 8, 'qnode_id_1': 3, 'qnode_id_2': 2, 'qnode_id_3': 8, 'qnode_id_4': 3}",9.937598546469985,0
86,1282.7576809722304,1207.5407372096938,"{'qnode_id_0': 5, 'qnode_id_1': 5, 'qnode_id_2': 5, 'qnode_id_3': 5, 'qnode_id_4': 4}",6.005917370988724,0
87,1944.6110059000375,1262.3998139774012,"{'qnode_id_0': 7, 'qnode_id_1': 3, 'qnode_id_2': 5, 'qnode_id_3': 5, 'qnode_id_4': 4}",0.9478545226108015,0
88,1144.8868189611685,1161.5298237596946,"{'qnode_id_0': 3, 'qnode_id_1': 5, 'qnode_id_2': 5, 'qnode_id_3': 6, 'qnode_id_4': 5}",6.594979150169856,0
89,2070.1390973513044,1166.9890947412944,"{'qnode_id_0': 8, 'qnode_id_1': 7, 'qnode_id_2': 4, 'qnode_id_3': 2, 'qnode_id_4': 3}",8.027146516718098,0
90,1775.6008534506427,1343.4093032353042,"{'qnode_id_0': 7, 'qnode_id_1': 3, 'qnode_id_2': 5, 'qnode_id_3': 5, 'qnode_id_4': 4}",4.688988013818232,0
91,2203.6608966593994,1028.7310893236734,"{'qnode_id_0': 7, 'qnode_id_1': 4, 'qnode_id_2': 4, 'qnode_id_3': 6, 'qnode_id_4': 3}",4.0179244827399865,0
92,2785.088402343912,1344.0931119253873,"{'qnode_id_0': 4, 'qnode_id_1': 3, 'qnode_id_2': 7, 'qnode_id_3': 5, 'qnode_id_4': 5}",9.067085125880245,0
93,1386.4712865503698,1054.8510731127737,"{'qnode_id_0': 6, 'qnode_id_1': 4, 'qnode_id_2': 7, 'qnode_id_3': 4, 'qnode_id_4': 3}",1.9697528495690981,0
94,2224.6180227850837,989.211619607983,"{'qnode_id_0': 5, 'qnode_id_1': 3, 'qnode_id_2': 5, 'qnode_id_3': 8, 'qnode_id_4': 3}",5.112672002141999,0
95,977.3698807878254,756.1305795537739,"{'qnode_id_0': 6, 'qnode_id_1': 3, 'qnode_id_2': 7, 'qnode_id_3': 5, 'qnode_id_4': 3}",21.764964650345515,0
96,563.5948300204127,846.3175995359117,"{'qnode_id_0': 3, 'qnode_id_1': 5, 'qnode_id_2': 5, 'qnode_id_3': 5, 'qnode_id_4': 6}",1.2972509808370116,0
97,1580.0662164454188,1087.8816161564134,"{'qnode_id_0': 6, 'qnode_id_1': 6, 'qnode_id_2': 3, 'qnode_id_3': 4, 'qnode_id_4': 5}",4.982358735173448,0
98,2662.8068062791763,1231.3072316452913,"{'qnode_id_0': 7, 'qnode_id_1': 3, 'qnode_id_2': 4, 'qnode_id_3': 7, 'qnode_id_4': 3}",7.8078131891564135,0
99,901.2577340449661,721.1543893358698,"{'qnode_id_0': 4, 'qnode_id_1': 5, 'qnode_id_2': 6, 'qnode_id_3': 5, 'qnode_id_4': 4}",4.614619775988334,0
